Employee ID,Department,JobRole,JobLevel,Working Years,MonthlyIncome,Exit Risk,Replacement Cost,Risk,Cost
693,Sales,Sales Executive,3,16,"$10,325 ",NO,"$38,300 ",49.80%,38300
1364,Sales,Sales Executive,2,7,"$6,834 ",NO,"$25,336 ",49.80%,25336
1401,Human Resources,Manager,5,10,"$19,636 ",NO,"$73,544 ",49.80%,73544
468,Research & Development,Research Scientist,2,10,"$5,577 ",NO,"$20,308 ",49.80%,20308
950,Sales,Sales Executive,3,10,"$9,852 ",NO,"$36,408 ",49.80%,36408
870,Sales,Sales Executive,2,7,"$8,966 ",NO,"$33,864 ",49.80%,33864
1012,Sales,Sales Representative,1,1,"$1,359 ",NO,"$4,436 ",49.80%,4436
597,Research & Development,Manufacturing Director,2,4,"$6,062 ",NO,"$22,248 ",49.80%,22248
1111,Research & Development,Manufacturing Director,3,33,"$10,169 ",NO,"$37,676 ",49.80%,37676
1077,Research & Development,Research Scientist,1,9,"$2,362 ",NO,"$8,448 ",49.80%,8448
335,Sales,Sales Executive,2,4,"$7,457 ",NO,"$27,828 ",49.80%,27828
343,Sales,Sales Executive,2,7,"$8,268 ",NO,"$31,072 ",49.80%,31072
1216,Sales,Sales Executive,2,10,"$7,847 ",NO,"$29,388 ",49.80%,29388
60,Research & Development,Manufacturing Director,2,9,"$6,162 ",NO,"$22,648 ",49.80%,22648
190,Research & Development,Manager,5,33,"$19,999 ",NO,"$74,996 ",49.80%,74996
474,Research & Development,Research Scientist,1,6,"$2,725 ",NO,"$9,900 ",49.80%,9900
481,Research & Development,Research Scientist,1,6,"$3,622 ",NO,"$13,488 ",49.80%,13488
277,Sales,Sales Executive,2,8,"$5,605 ",NO,"$20,420 ",49.80%,20420
745,Research & Development,Healthcare Representative,2,8,"$6,385 ",NO,"$23,540 ",49.80%,23540
795,Sales,Sales Executive,2,1,"$6,694 ",NO,"$24,776 ",49.80%,24776
975,Sales,Sales Executive,4,19,"$13,695 ",NO,"$50,780 ",49.80%,50780
477,Human Resources,Manager,5,32,"$18,200 ",NO,"$67,800 ",49.80%,67800
1295,Sales,Sales Executive,3,22,"$10,447 ",NO,"$38,788 ",49.80%,38788
62,Research & Development,Research Director,5,27,"$18,740 ",NO,"$69,960 ",49.80%,69960
253,Research & Development,Research Scientist,2,3,"$6,545 ",NO,"$24,180 ",49.70%,24180
133,Sales,Sales Executive,3,9,"$8,189 ",NO,"$29,756 ",49.70%,29756
707,Research & Development,Manufacturing Director,2,19,"$5,067 ",NO,"$18,268 ",49.70%,18268
486,Sales,Sales Executive,2,3,"$9,602 ",NO,"$36,408 ",49.70%,36408
206,Research & Development,Research Scientist,1,4,"$2,328 ",NO,"$8,312 ",49.70%,8312
980,Sales,Sales Representative,1,1,"$2,785 ",NO,"$10,140 ",49.70%,10140
1342,Sales,Sales Executive,3,5,"$9,713 ",NO,"$35,852 ",49.70%,35852
666,Research & Development,Manufacturing Director,2,3,"$4,171 ",NO,"$14,684 ",49.70%,14684
807,Sales,Sales Executive,3,8,"$8,740 ",NO,"$31,960 ",49.70%,31960
845,Research & Development,Research Scientist,2,1,"$4,422 ",NO,"$15,688 ",49.70%,15688
380,Sales,Sales Executive,2,5,"$4,260 ",NO,"$15,040 ",49.70%,15040
1025,Sales,Sales Executive,2,5,"$4,162 ",NO,"$14,648 ",49.70%,14648
690,Research & Development,Healthcare Representative,2,9,"$5,855 ",NO,"$21,420 ",49.70%,21420
1229,Research & Development,Manufacturing Director,2,1,"$6,516 ",NO,"$24,064 ",49.70%,24064
331,Sales,Sales Executive,2,5,"$6,349 ",NO,"$23,396 ",49.70%,23396
1358,Sales,Sales Executive,2,5,"$6,583 ",NO,"$24,332 ",49.70%,24332
1235,Sales,Sales Executive,3,10,"$10,368 ",NO,"$38,472 ",49.70%,38472
1425,Research & Development,Healthcare Representative,2,9,"$4,878 ",NO,"$17,512 ",49.70%,17512
152,Sales,Sales Representative,2,7,"$2,306 ",NO,"$7,224 ",49.70%,7224
752,Research & Development,Laboratory Technician,1,17,"$2,743 ",NO,"$9,972 ",49.70%,9972
838,Sales,Sales Executive,4,21,"$13,758 ",NO,"$51,032 ",49.70%,51032
301,Sales,Sales Representative,1,0,"$1,200 ",NO,"$3,800 ",49.70%,3800
500,Research & Development,Research Scientist,2,6,"$6,322 ",NO,"$23,288 ",49.70%,23288
777,Research & Development,Laboratory Technician,1,1,"$1,416 ",NO,"$4,664 ",49.70%,4664
236,Research & Development,Laboratory Technician,1,9,"$2,707 ",NO,"$9,828 ",49.70%,9828
1252,Research & Development,Research Scientist,1,5,"$2,932 ",NO,"$10,728 ",49.70%,10728
621,Sales,Sales Executive,2,18,"$6,201 ",NO,"$22,804 ",49.70%,22804
1456,Research & Development,Healthcare Representative,2,10,"$5,689 ",NO,"$20,756 ",49.70%,20756
1237,Sales,Sales Executive,2,0,"$6,735 ",NO,"$24,940 ",49.70%,24940
1438,Sales,Sales Representative,1,1,"$1,790 ",NO,"$6,160 ",49.70%,6160
718,Research & Development,Laboratory Technician,2,9,"$3,633 ",NO,"$12,532 ",49.60%,12532
80,Research & Development,Laboratory Technician,2,10,"$5,126 ",NO,"$18,504 ",49.60%,18504
1093,Research & Development,Healthcare Representative,3,20,"$10,124 ",NO,"$37,496 ",49.60%,37496
201,Research & Development,Manufacturing Director,2,7,"$6,804 ",NO,"$25,216 ",49.60%,25216
825,Research & Development,Manufacturing Director,2,10,"$5,056 ",NO,"$18,224 ",49.60%,18224
1095,Research & Development,Laboratory Technician,2,15,"$5,207 ",NO,"$18,828 ",49.60%,18828
92,Sales,Sales Executive,2,11,"$5,209 ",NO,"$18,836 ",49.60%,18836
1021,Sales,Sales Representative,1,3,"$4,400 ",NO,"$16,600 ",49.60%,16600
433,Sales,Sales Executive,3,3,"$9,071 ",NO,"$33,284 ",49.60%,33284
421,Research & Development,Research Scientist,1,2,"$2,546 ",NO,"$9,184 ",49.60%,9184
123,Research & Development,Research Director,5,20,"$19,537 ",NO,"$73,148 ",49.60%,73148
1338,Sales,Sales Representative,1,1,"$1,081 ",NO,"$3,324 ",49.60%,3324
361,Research & Development,Laboratory Technician,1,7,"$2,213 ",NO,"$7,852 ",49.60%,7852
1128,Research & Development,Laboratory Technician,2,3,"$5,562 ",NO,"$20,248 ",49.60%,20248
443,Research & Development,Laboratory Technician,1,2,"$3,894 ",NO,"$14,576 ",49.60%,14576
480,Sales,Sales Representative,1,1,"$2,033 ",NO,"$7,132 ",49.60%,7132
491,Research & Development,Laboratory Technician,2,8,"$5,679 ",NO,"$20,716 ",49.60%,20716
901,Research & Development,Laboratory Technician,1,1,"$2,559 ",NO,"$9,236 ",49.60%,9236
729,Research & Development,Healthcare Representative,3,16,"$10,388 ",NO,"$38,552 ",49.60%,38552
1271,Sales,Sales Representative,1,1,"$2,679 ",NO,"$9,716 ",49.60%,9716
943,Human Resources,Human Resources,1,7,"$3,423 ",NO,"$12,692 ",49.60%,12692
1087,Sales,Sales Representative,1,11,"$2,308 ",NO,"$8,232 ",49.60%,8232
841,Research & Development,Laboratory Technician,1,4,"$3,597 ",NO,"$13,388 ",49.60%,13388
546,Sales,Sales Representative,1,1,"$2,642 ",NO,"$9,568 ",49.60%,9568
664,Research & Development,Healthcare Representative,2,16,"$6,586 ",NO,"$24,344 ",49.60%,24344
83,Research & Development,Research Scientist,2,13,"$5,329 ",NO,"$19,316 ",49.60%,19316
1277,Research & Development,Research Director,5,2,"$19,328 ",NO,"$72,312 ",49.60%,72312
1039,Human Resources,Human Resources,1,2,"$2,742 ",NO,"$9,968 ",49.60%,9968
1329,Human Resources,Human Resources,1,1,"$2,804 ",NO,"$10,216 ",49.60%,10216
381,Sales,Sales Representative,1,1,"$2,476 ",NO,"$8,904 ",49.60%,8904
674,Research & Development,Healthcare Representative,3,6,"$10,552 ",NO,"$39,208 ",49.60%,39208
316,Research & Development,Healthcare Representative,4,7,"$13,964 ",NO,"$51,856 ",49.60%,51856
561,Sales,Manager,4,34,"$16,856 ",NO,"$63,424 ",49.60%,63424
988,Research & Development,Research Scientist,2,6,"$5,467 ",NO,"$19,868 ",49.60%,19868
1161,Research & Development,Manufacturing Director,3,5,"$7,756 ",NO,"$28,024 ",49.60%,28024
497,Research & Development,Manager,5,2,"$19,513 ",NO,"$73,052 ",49.60%,73052
1391,Sales,Sales Representative,1,1,"$2,858 ",NO,"$10,432 ",49.50%,10432
764,Sales,Sales Representative,1,1,"$1,052 ",NO,"$3,208 ",49.50%,3208
370,Sales,Sales Representative,1,1,"$2,716 ",NO,"$9,864 ",49.50%,9864
926,Sales,Sales Executive,3,21,"$10,231 ",NO,"$37,924 ",49.50%,37924
1205,Research & Development,Laboratory Technician,1,1,"$1,393 ",NO,"$4,572 ",49.50%,4572
635,Research & Development,Manufacturing Director,3,17,"$10,685 ",NO,"$39,740 ",49.50%,39740
1222,Human Resources,Human Resources,1,1,"$1,555 ",NO,"$5,220 ",49.50%,5220
1467,Research & Development,Manufacturing Director,2,6,"$6,142 ",NO,"$22,568 ",49.50%,22568
1315,Research & Development,Research Scientist,2,1,"$6,962 ",NO,"$25,848 ",49.50%,25848
109,Research & Development,Laboratory Technician,1,0,"$2,871 ",NO,"$10,484 ",49.50%,10484
21,Sales,Sales Representative,1,5,"$3,407 ",NO,"$12,628 ",49.50%,12628
1000,Research & Development,Laboratory Technician,1,5,"$2,950 ",NO,"$10,800 ",49.50%,10800
573,Sales,Sales Executive,2,4,"$5,326 ",NO,"$19,304 ",49.50%,19304
216,Sales,Sales Executive,2,6,"$6,696 ",NO,"$24,784 ",49.50%,24784
1118,Research & Development,Research Scientist,1,1,"$2,061 ",NO,"$7,244 ",49.50%,7244
473,Research & Development,Research Director,5,31,"$19,502 ",NO,"$73,008 ",49.50%,73008
1197,Sales,Sales Representative,1,2,"$2,728 ",NO,"$9,912 ",49.50%,9912
308,Research & Development,Healthcare Representative,2,5,"$5,660 ",NO,"$20,640 ",49.50%,20640
296,Research & Development,Laboratory Technician,1,0,"$1,420 ",NO,"$4,680 ",49.50%,4680
163,Research & Development,Healthcare Representative,3,5,"$9,439 ",NO,"$34,756 ",49.50%,34756
53,Research & Development,Healthcare Representative,3,4,"$9,884 ",NO,"$36,536 ",49.50%,36536
797,Research & Development,Laboratory Technician,1,1,"$2,377 ",NO,"$8,508 ",49.50%,8508
610,Research & Development,Research Director,3,9,"$12,808 ",NO,"$48,232 ",49.50%,48232
511,Research & Development,Manufacturing Director,2,3,"$8,847 ",NO,"$33,388 ",49.50%,33388
496,Sales,Sales Representative,1,3,"$3,447 ",NO,"$12,788 ",49.50%,12788
1016,Research & Development,Research Scientist,1,1,"$1,261 ",NO,"$4,044 ",49.40%,4044
264,Research & Development,Laboratory Technician,1,0,"$3,485 ",NO,"$12,940 ",49.40%,12940
398,Research & Development,Research Scientist,2,13,"$4,449 ",NO,"$15,796 ",49.40%,15796
908,Sales,Sales Executive,3,9,"$8,380 ",NO,"$30,520 ",49.40%,30520
1390,Research & Development,Laboratory Technician,1,4,"$2,367 ",NO,"$8,468 ",49.40%,8468
888,Sales,Sales Executive,3,13,"$10,377 ",NO,"$38,508 ",49.40%,38508
601,Research & Development,Laboratory Technician,2,1,"$5,094 ",NO,"$18,376 ",49.40%,18376
177,Research & Development,Laboratory Technician,1,1,"$1,102 ",NO,"$3,408 ",49.40%,3408
695,Sales,Sales Executive,3,14,"$10,609 ",NO,"$39,436 ",49.40%,39436
101,Research & Development,Research Scientist,1,1,"$2,956 ",NO,"$10,824 ",49.40%,10824
591,Sales,Sales Executive,2,3,"$5,324 ",NO,"$19,296 ",49.40%,19296
663,Research & Development,Research Scientist,1,1,"$2,693 ",NO,"$9,772 ",49.40%,9772
258,Research & Development,Research Scientist,1,1,"$2,723 ",NO,"$9,892 ",49.40%,9892
1226,Research & Development,Research Scientist,1,5,"$3,433 ",NO,"$12,732 ",49.40%,12732
23,Research & Development,Research Scientist,1,0,"$1,232 ",NO,"$3,928 ",49.40%,3928
487,Research & Development,Research Scientist,1,1,"$2,836 ",NO,"$10,344 ",49.40%,10344
871,Research & Development,Laboratory Technician,1,1,"$2,210 ",NO,"$7,840 ",49.40%,7840
748,Sales,Sales Executive,2,2,"$4,969 ",NO,"$17,876 ",49.40%,17876
828,Research & Development,Laboratory Technician,1,0,"$1,904 ",NO,"$6,616 ",49.40%,6616
436,Research & Development,Laboratory Technician,1,4,"$3,408 ",NO,"$12,632 ",49.40%,12632
525,Sales,Sales Executive,2,2,"$4,577 ",NO,"$16,308 ",49.40%,16308
1098,Research & Development,Healthcare Representative,2,2,"$4,069 ",NO,"$14,276 ",49.40%,14276
700,Research & Development,Research Scientist,1,1,"$2,479 ",NO,"$8,916 ",49.40%,8916
263,Sales,Manager,4,7,"$16,872 ",NO,"$63,488 ",49.40%,63488
800,Research & Development,Laboratory Technician,1,1,"$2,596 ",NO,"$9,384 ",49.40%,9384
544,Sales,Sales Executive,4,22,"$13,770 ",NO,"$51,080 ",49.40%,51080
1444,Research & Development,Laboratory Technician,1,10,"$2,339 ",NO,"$8,356 ",49.40%,8356
1066,Research & Development,Laboratory Technician,1,5,"$3,838 ",NO,"$14,352 ",49.40%,14352
856,Research & Development,Laboratory Technician,1,2,"$3,033 ",NO,"$11,132 ",49.40%,11132
521,Sales,Sales Executive,2,6,"$4,647 ",NO,"$16,588 ",49.40%,16588
618,Research & Development,Research Scientist,1,4,"$3,424 ",NO,"$12,696 ",49.40%,12696
57,Research & Development,Laboratory Technician,1,2,"$4,014 ",NO,"$15,056 ",49.40%,15056
1115,Research & Development,Research Scientist,1,1,"$2,972 ",NO,"$10,888 ",49.40%,10888
1214,Research & Development,Healthcare Representative,3,8,"$7,879 ",NO,"$28,516 ",49.40%,28516
1319,Sales,Sales Executive,2,0,"$4,648 ",NO,"$16,592 ",49.40%,16592
903,Research & Development,Healthcare Representative,2,6,"$6,623 ",NO,"$24,492 ",49.40%,24492
744,Research & Development,Healthcare Representative,2,1,"$4,777 ",NO,"$17,108 ",49.40%,17108
742,Research & Development,Laboratory Technician,1,1,"$2,380 ",NO,"$8,520 ",49.30%,8520
953,Research & Development,Laboratory Technician,1,3,"$2,362 ",NO,"$8,448 ",49.30%,8448
759,Human Resources,Human Resources,1,6,"$2,177 ",NO,"$7,708 ",49.30%,7708
98,Sales,Sales Executive,4,37,"$13,872 ",NO,"$51,488 ",49.30%,51488
1312,Human Resources,Human Resources,1,1,"$2,956 ",NO,"$10,824 ",49.30%,10824
1249,Sales,Sales Representative,1,2,"$2,760 ",NO,"$10,040 ",49.30%,10040
1144,Sales,Sales Executive,2,5,"$5,332 ",NO,"$19,328 ",49.30%,19328
45,Research & Development,Research Director,5,22,"$19,545 ",NO,"$73,180 ",49.30%,73180
715,Research & Development,Healthcare Representative,2,6,"$5,488 ",NO,"$19,952 ",49.30%,19952
405,Research & Development,Laboratory Technician,1,2,"$4,031 ",NO,"$15,124 ",49.30%,15124
400,Research & Development,Manager,5,21,"$19,197 ",NO,"$71,788 ",49.30%,71788
598,Research & Development,Research Scientist,1,2,"$4,382 ",NO,"$16,528 ",49.30%,16528
766,Research & Development,Research Director,5,8,"$19,237 ",NO,"$71,948 ",49.30%,71948
915,Research & Development,Laboratory Technician,1,2,"$2,625 ",NO,"$9,500 ",49.30%,9500
341,Research & Development,Research Director,3,11,"$11,510 ",NO,"$43,040 ",49.30%,43040
1056,Sales,Sales Representative,1,3,"$2,909 ",NO,"$10,636 ",49.30%,10636
460,Sales,Sales Executive,2,0,"$4,306 ",NO,"$15,224 ",49.30%,15224
353,Research & Development,Research Scientist,2,7,"$5,974 ",NO,"$21,896 ",49.30%,21896
149,Research & Development,Laboratory Technician,1,1,"$1,483 ",NO,"$4,932 ",49.30%,4932
1162,Sales,Sales Executive,3,13,"$10,306 ",NO,"$38,224 ",49.30%,38224
118,Research & Development,Laboratory Technician,1,1,"$2,835 ",NO,"$10,340 ",49.30%,10340
72,Research & Development,Research Scientist,1,1,"$2,501 ",NO,"$9,004 ",49.30%,9004
437,Sales,Sales Representative,1,3,"$2,983 ",NO,"$10,932 ",49.30%,10932
849,Sales,Sales Executive,2,4,"$5,346 ",NO,"$19,384 ",49.30%,19384
1267,Sales,Sales Executive,2,15,"$4,001 ",NO,"$14,004 ",49.30%,14004
811,Sales,Sales Executive,3,1,"$7,351 ",NO,"$26,404 ",49.30%,26404
927,Research & Development,Manufacturing Director,2,16,"$5,410 ",NO,"$19,640 ",49.30%,19640
756,Research & Development,Laboratory Technician,1,8,"$4,025 ",NO,"$15,100 ",49.30%,15100
371,Research & Development,Research Scientist,1,3,"$2,201 ",NO,"$7,804 ",49.30%,7804
230,Research & Development,Laboratory Technician,1,2,"$3,212 ",NO,"$11,848 ",49.30%,11848
439,Research & Development,Healthcare Representative,3,1,"$9,824 ",NO,"$36,296 ",49.30%,36296
1386,Research & Development,Laboratory Technician,1,7,"$2,867 ",NO,"$10,468 ",49.30%,10468
1427,Research & Development,Laboratory Technician,1,1,"$2,406 ",NO,"$8,624 ",49.30%,8624
478,Sales,Sales Representative,1,7,"$2,096 ",NO,"$7,384 ",49.30%,7384
382,Research & Development,Research Scientist,1,6,"$3,102 ",NO,"$11,408 ",49.30%,11408
1207,Research & Development,Research Scientist,1,4,"$3,537 ",NO,"$13,148 ",49.30%,13148
933,Research & Development,Research Scientist,1,3,"$2,080 ",NO,"$7,320 ",49.30%,7320
222,Research & Development,Research Director,3,10,"$12,185 ",NO,"$45,740 ",49.30%,45740
32,Research & Development,Laboratory Technician,1,10,"$2,206 ",NO,"$7,824 ",49.30%,7824
1009,Research & Development,Research Director,5,9,"$19,701 ",NO,"$73,804 ",49.30%,73804
730,Research & Development,Research Director,3,8,"$11,416 ",NO,"$42,664 ",49.30%,42664
717,Research & Development,Laboratory Technician,1,2,"$2,811 ",NO,"$10,244 ",49.30%,10244
395,Research & Development,Laboratory Technician,1,3,"$2,258 ",NO,"$8,032 ",49.30%,8032
1097,Research & Development,Laboratory Technician,1,1,"$2,296 ",NO,"$8,184 ",49.30%,8184
259,Research & Development,Laboratory Technician,1,5,"$3,479 ",NO,"$12,916 ",49.30%,12916
502,Sales,Sales Executive,2,14,"$8,381 ",NO,"$31,524 ",49.30%,31524
1169,Research & Development,Research Scientist,1,3,"$3,517 ",NO,"$13,068 ",49.30%,13068
956,Human Resources,Manager,5,7,"$19,717 ",NO,"$73,868 ",49.30%,73868
4,Research & Development,Laboratory Technician,1,2,"$3,468 ",NO,"$12,872 ",49.20%,12872
670,Research & Development,Research Scientist,1,1,"$2,318 ",NO,"$8,272 ",49.20%,8272
465,Research & Development,Healthcare Representative,3,2,"$10,527 ",NO,"$39,108 ",49.20%,39108
1246,Human Resources,Human Resources,1,4,"$2,180 ",NO,"$7,720 ",49.20%,7720
141,Research & Development,Research Scientist,1,6,"$3,452 ",NO,"$12,808 ",49.20%,12808
1270,Sales,Sales Executive,2,2,"$6,029 ",NO,"$22,116 ",49.20%,22116
86,Sales,Sales Representative,1,0,"$2,322 ",NO,"$8,288 ",49.20%,8288
1059,Sales,Sales Representative,1,1,"$2,404 ",NO,"$8,616 ",49.20%,8616
835,Human Resources,Human Resources,1,5,"$4,323 ",NO,"$16,292 ",49.20%,16292
1121,Sales,Sales Executive,2,1,"$6,815 ",NO,"$25,260 ",49.20%,25260
1373,Research & Development,Research Scientist,2,20,"$2,133 ",NO,"$6,532 ",49.20%,6532
1240,Research & Development,Laboratory Technician,2,9,"$6,472 ",NO,"$23,888 ",49.20%,23888
1096,Human Resources,Manager,4,21,"$16,437 ",NO,"$61,748 ",49.20%,61748
314,Research & Development,Manager,4,21,"$17,068 ",NO,"$64,272 ",49.20%,64272
362,Sales,Sales Representative,1,3,"$2,610 ",NO,"$9,440 ",49.20%,9440
1085,Research & Development,Research Scientist,1,7,"$4,084 ",NO,"$15,336 ",49.20%,15336
732,Research & Development,Laboratory Technician,1,3,"$2,422 ",NO,"$8,688 ",49.20%,8688
430,Research & Development,Laboratory Technician,1,5,"$4,230 ",NO,"$15,920 ",49.20%,15920
476,Research & Development,Laboratory Technician,1,1,"$2,127 ",NO,"$7,508 ",49.20%,7508
603,Research & Development,Research Scientist,1,1,"$2,274 ",NO,"$8,096 ",49.20%,8096
1318,Research & Development,Laboratory Technician,1,11,"$3,812 ",NO,"$14,248 ",49.20%,14248
564,Sales,Sales Representative,2,8,"$6,632 ",NO,"$24,528 ",49.20%,24528
1449,Research & Development,Research Scientist,1,4,"$2,439 ",NO,"$8,756 ",49.20%,8756
864,Research & Development,Research Scientist,1,1,"$2,107 ",NO,"$7,428 ",49.20%,7428
930,Research & Development,Laboratory Technician,1,7,"$2,838 ",NO,"$10,352 ",49.20%,10352
1296,Research & Development,Manufacturing Director,3,7,"$9,667 ",NO,"$35,668 ",49.20%,35668
1005,Human Resources,Human Resources,3,10,"$7,988 ",NO,"$28,952 ",49.20%,28952
47,Research & Development,Research Scientist,1,1,"$3,022 ",NO,"$11,088 ",49.20%,11088
1408,Research & Development,Laboratory Technician,1,5,"$2,647 ",NO,"$9,588 ",49.20%,9588
1006,Research & Development,Laboratory Technician,2,4,"$4,284 ",NO,"$15,136 ",49.20%,15136
1454,Sales,Sales Executive,2,5,"$4,850 ",NO,"$17,400 ",49.20%,17400
1172,Sales,Sales Executive,2,5,"$5,869 ",NO,"$21,476 ",49.20%,21476
861,Sales,Manager,4,26,"$17,048 ",NO,"$64,192 ",49.20%,64192
6,Research & Development,Laboratory Technician,1,1,"$2,670 ",NO,"$9,680 ",49.20%,9680
672,Sales,Sales Executive,2,5,"$6,244 ",NO,"$22,976 ",49.20%,22976
1020,Research & Development,Research Scientist,1,6,"$3,420 ",NO,"$12,680 ",49.20%,12680
633,Human Resources,Human Resources,1,5,"$2,342 ",NO,"$8,368 ",49.20%,8368
1114,Research & Development,Research Scientist,1,8,"$2,367 ",NO,"$8,468 ",49.20%,8468
862,Research & Development,Research Scientist,1,0,"$2,290 ",NO,"$8,160 ",49.20%,8160
1343,Research & Development,Laboratory Technician,1,3,"$2,062 ",NO,"$7,248 ",49.20%,7248
940,Research & Development,Research Scientist,1,5,"$3,904 ",NO,"$14,616 ",49.20%,14616
143,Research & Development,Research Scientist,1,5,"$2,632 ",NO,"$9,528 ",49.20%,9528
275,Research & Development,Research Director,3,5,"$13,603 ",NO,"$51,412 ",49.20%,51412
235,Sales,Manager,4,17,"$16,064 ",NO,"$60,256 ",49.20%,60256
819,Research & Development,Research Scientist,1,5,"$3,201 ",NO,"$11,804 ",49.20%,11804
217,Research & Development,Research Scientist,1,6,"$2,058 ",NO,"$7,232 ",49.20%,7232
662,Sales,Sales Representative,1,2,"$2,044 ",NO,"$7,176 ",49.20%,7176
741,Sales,Manager,5,1,"$18,303 ",NO,"$68,212 ",49.20%,68212
1035,Human Resources,Human Resources,1,3,"$2,109 ",NO,"$7,436 ",49.20%,7436
1354,Research & Development,Laboratory Technician,1,4,"$2,587 ",NO,"$9,348 ",49.20%,9348
643,Research & Development,Laboratory Technician,2,5,"$5,231 ",NO,"$18,924 ",49.20%,18924
1443,Research & Development,Manager,5,22,"$18,880 ",NO,"$70,520 ",49.10%,70520
1244,Research & Development,Research Scientist,1,9,"$4,968 ",NO,"$18,872 ",49.10%,18872
1017,Research & Development,Laboratory Technician,1,5,"$2,099 ",NO,"$7,396 ",49.10%,7396
1258,Research & Development,Research Scientist,1,1,"$2,109 ",NO,"$7,436 ",49.10%,7436
207,Research & Development,Laboratory Technician,1,8,"$2,153 ",NO,"$7,612 ",49.10%,7612
367,Research & Development,Healthcare Representative,3,4,"$10,496 ",NO,"$38,984 ",49.10%,38984
539,Sales,Sales Representative,1,2,"$3,875 ",NO,"$14,500 ",49.10%,14500
1001,Research & Development,Laboratory Technician,1,3,"$3,629 ",NO,"$13,516 ",49.10%,13516
1051,Sales,Sales Executive,2,1,"$4,768 ",NO,"$17,072 ",49.10%,17072
1178,Sales,Sales Representative,1,2,"$2,783 ",NO,"$10,132 ",49.10%,10132
734,Research & Development,Laboratory Technician,1,4,"$2,451 ",NO,"$8,804 ",49.10%,8804
1133,Research & Development,Laboratory Technician,1,6,"$4,876 ",NO,"$18,504 ",49.10%,18504
990,Sales,Sales Executive,2,5,"$9,998 ",NO,"$37,992 ",49.10%,37992
1426,Research & Development,Laboratory Technician,1,6,"$2,837 ",NO,"$10,348 ",49.10%,10348
1140,Research & Development,Research Director,5,22,"$19,049 ",NO,"$71,196 ",49.10%,71196
1202,Research & Development,Laboratory Technician,1,0,"$3,306 ",NO,"$12,224 ",49.10%,12224
1311,Research & Development,Research Scientist,1,0,"$1,514 ",NO,"$5,056 ",49.10%,5056
972,Research & Development,Laboratory Technician,1,0,"$1,611 ",NO,"$5,444 ",49.10%,5444
1374,Sales,Manager,4,1,"$17,875 ",NO,"$67,500 ",49.10%,67500
554,Research & Development,Healthcare Representative,2,7,"$6,811 ",NO,"$25,244 ",49.10%,25244
174,Sales,Sales Executive,2,5,"$5,006 ",NO,"$18,024 ",49.10%,18024
1310,Research & Development,Research Director,4,2,"$15,787 ",NO,"$59,148 ",49.10%,59148
1170,Research & Development,Research Scientist,1,4,"$2,580 ",NO,"$9,320 ",49.10%,9320
571,Research & Development,Laboratory Technician,1,2,"$4,364 ",NO,"$16,456 ",49.10%,16456
1257,Sales,Sales Executive,3,1,"$8,161 ",NO,"$29,644 ",49.10%,29644
145,Research & Development,Research Scientist,1,3,"$3,204 ",NO,"$11,816 ",49.10%,11816
675,Sales,Sales Representative,1,7,"$2,329 ",NO,"$8,316 ",49.10%,8316
682,Research & Development,Laboratory Technician,1,3,"$2,332 ",NO,"$8,328 ",49.10%,8328
252,Research & Development,Research Scientist,1,6,"$2,340 ",NO,"$8,360 ",49.10%,8360
1411,Human Resources,Human Resources,1,2,"$2,187 ",NO,"$7,748 ",49.10%,7748
648,Sales,Sales Representative,1,5,"$2,973 ",NO,"$10,892 ",49.10%,10892
657,Research & Development,Laboratory Technician,1,4,"$2,532 ",NO,"$9,128 ",49.10%,9128
1050,Research & Development,Laboratory Technician,1,12,"$3,673 ",NO,"$13,692 ",49.10%,13692
1337,Sales,Sales Representative,1,1,"$2,856 ",NO,"$10,424 ",49.10%,10424
1460,Research & Development,Research Scientist,1,5,"$3,785 ",NO,"$14,140 ",49.10%,14140
1360,Research & Development,Laboratory Technician,1,2,"$3,978 ",NO,"$14,912 ",49.10%,14912
1429,Research & Development,Research Scientist,2,7,"$4,108 ",NO,"$14,432 ",49.10%,14432
1003,Research & Development,Laboratory Technician,1,3,"$3,229 ",NO,"$11,916 ",49.10%,11916
1061,Sales,Sales Representative,1,1,"$2,033 ",NO,"$7,132 ",49.10%,7132
447,Sales,Sales Executive,2,11,"$4,717 ",NO,"$16,868 ",49.10%,16868
159,Sales,Sales Representative,1,4,"$2,231 ",NO,"$7,924 ",49.10%,7924
7,Research & Development,Laboratory Technician,1,1,"$2,693 ",NO,"$9,772 ",49.10%,9772
5,Research & Development,Laboratory Technician,1,7,"$3,068 ",NO,"$11,272 ",49.10%,11272
1083,Research & Development,Laboratory Technician,1,5,"$2,018 ",NO,"$7,072 ",49.10%,7072
1104,Research & Development,Research Scientist,1,1,"$2,451 ",NO,"$8,804 ",49.10%,8804
1224,Research & Development,Laboratory Technician,1,3,"$2,305 ",NO,"$8,220 ",49.10%,8220
512,Research & Development,Research Scientist,1,4,"$2,045 ",NO,"$7,180 ",49.10%,7180
138,Sales,Sales Executive,2,2,"$8,639 ",NO,"$32,556 ",49.10%,32556
1412,Research & Development,Laboratory Technician,1,12,"$3,748 ",NO,"$13,992 ",49.10%,13992
697,Sales,Sales Representative,1,3,"$2,157 ",NO,"$7,628 ",49.10%,7628
142,Research & Development,Research Scientist,2,3,"$4,317 ",NO,"$15,268 ",49.10%,15268
